STATION_ID,TIME_TAG PST (Z+8),PREDICTION,VEGA
VANCOUVER HARBOUR,2021-06-25 20:05,4.6950,4.8240
VANCOUVER HARBOUR,2021-06-25 20:06,,4.8190
VANCOUVER HARBOUR,2021-06-25 20:07,,4.8180
VANCOUVER HARBOUR,2021-06-25 20:08,,4.8190
VANCOUVER HARBOUR,2021-06-25 20:09,,4.8130
VANCOUVER HARBOUR,2021-06-25 20:10,4.6810,4.8120
VANCOUVER HARBOUR,2021-06-25 20:11,,4.8050
VANCOUVER HARBOUR,2021-06-25 20:12,,4.8040
VANCOUVER HARBOUR,2021-06-25 20:13,,4.8030
VANCOUVER HARBOUR,2021-06-25 20:14,,4.8010
VANCOUVER HARBOUR,2021-06-25 20:15,4.6660,4.7920
VANCOUVER HARBOUR,2021-06-25 20:16,,4.7870
VANCOUVER HARBOUR,2021-06-25 20:17,,4.7870
VANCOUVER HARBOUR,2021-06-25 20:18,,4.7820
VANCOUVER HARBOUR,2021-06-25 20:19,,4.7790
VANCOUVER HARBOUR,2021-06-25 20:20,4.65,4.7670
VANCOUVER HARBOUR,2021-06-25 20:21,,4.7720
VANCOUVER HARBOUR,2021-06-25 20:22,,4.7790
VANCOUVER HARBOUR,2021-06-25 20:23,,4.7640
VANCOUVER HARBOUR,2021-06-25 20:24,,4.7520
VANCOUVER HARBOUR,2021-06-25 20:25,4.6330,4.7520
VANCOUVER HARBOUR,2021-06-25 20:26,,4.7510
VANCOUVER HARBOUR,2021-06-25 20:27,,4.7450
VANCOUVER HARBOUR,2021-06-25 20:28,,4.7470
VANCOUVER HARBOUR,2021-06-25 20:29,,4.7420
VANCOUVER HARBOUR,2021-06-25 20:30,4.6140,4.7350
VANCOUVER HARBOUR,2021-06-25 20:31,,4.7340
VANCOUVER HARBOUR,2021-06-25 20:32,,4.7320
VANCOUVER HARBOUR,2021-06-25 20:33,,4.7260
VANCOUVER HARBOUR,2021-06-25 20:34,,4.7210
VANCOUVER HARBOUR,2021-06-25 20:35,4.5940,4.7180
VANCOUVER HARBOUR,2021-06-25 20:36,,4.7230
VANCOUVER HARBOUR,2021-06-25 20:37,,4.7150
VANCOUVER HARBOUR,2021-06-25 20:38,,4.7070
VANCOUVER HARBOUR,2021-06-25 20:39,,4.7060
VANCOUVER HARBOUR,2021-06-25 20:40,4.5730,4.7020
VANCOUVER HARBOUR,2021-06-25 20:41,,4.70
VANCOUVER HARBOUR,2021-06-25 20:42,,4.69
VANCOUVER HARBOUR,2021-06-25 20:43,,4.6780
VANCOUVER HARBOUR,2021-06-25 20:44,,4.6750
VANCOUVER HARBOUR,2021-06-25 20:45,4.5510,4.68
VANCOUVER HARBOUR,2021-06-25 20:46,,4.6750
VANCOUVER HARBOUR,2021-06-25 20:47,,4.6660
VANCOUVER HARBOUR,2021-06-25 20:48,,4.6610
VANCOUVER HARBOUR,2021-06-25 20:49,,4.6540
VANCOUVER HARBOUR,2021-06-25 20:50,4.5280,4.6470
VANCOUVER HARBOUR,2021-06-25 20:51,,4.6410
VANCOUVER HARBOUR,2021-06-25 20:52,,4.6350
VANCOUVER HARBOUR,2021-06-25 20:53,,4.6290
VANCOUVER HARBOUR,2021-06-25 20:54,,4.6240
VANCOUVER HARBOUR,2021-06-25 20:55,4.5040,4.6210
VANCOUVER HARBOUR,2021-06-25 20:56,,4.6120
VANCOUVER HARBOUR,2021-06-25 20:57,,4.6030
VANCOUVER HARBOUR,2021-06-25 20:58,,4.5980
VANCOUVER HARBOUR,2021-06-25 20:59,,4.5960
VANCOUVER HARBOUR,2021-06-25 21:00,4.48,4.5910
VANCOUVER HARBOUR,2021-06-25 21:01,,4.5720
VANCOUVER HARBOUR,2021-06-25 21:02,,4.5680
VANCOUVER HARBOUR,2021-06-25 21:03,,4.5650
VANCOUVER HARBOUR,2021-06-25 21:04,,4.5630
VANCOUVER HARBOUR,2021-06-25 21:05,4.4540,4.5580
VANCOUVER HARBOUR,2021-06-25 21:06,,4.5460
VANCOUVER HARBOUR,2021-06-25 21:07,,4.5360
VANCOUVER HARBOUR,2021-06-25 21:08,,4.5430
VANCOUVER HARBOUR,2021-06-25 21:09,,4.5340
VANCOUVER HARBOUR,2021-06-25 21:10,4.4280,4.5220
VANCOUVER HARBOUR,2021-06-25 21:11,,4.5090
VANCOUVER HARBOUR,2021-06-25 21:12,,4.5090
VANCOUVER HARBOUR,2021-06-25 21:13,,4.5130
VANCOUVER HARBOUR,2021-06-25 21:14,,4.4990
VANCOUVER HARBOUR,2021-06-25 21:15,4.4010,4.4890
VANCOUVER HARBOUR,2021-06-25 21:16,,4.4850
VANCOUVER HARBOUR,2021-06-25 21:17,,4.4830
VANCOUVER HARBOUR,2021-06-25 21:18,,4.48
VANCOUVER HARBOUR,2021-06-25 21:19,,4.4660
VANCOUVER HARBOUR,2021-06-25 21:20,4.3740,4.4560
VANCOUVER HARBOUR,2021-06-25 21:21,,4.4610
VANCOUVER HARBOUR,2021-06-25 21:22,,4.4570
VANCOUVER HARBOUR,2021-06-25 21:23,,4.44
VANCOUVER HARBOUR,2021-06-25 21:24,,4.4330
VANCOUVER HARBOUR,2021-06-25 21:25,4.3460,4.43
VANCOUVER HARBOUR,2021-06-25 21:26,,4.4330
VANCOUVER HARBOUR,2021-06-25 21:27,,4.4190
VANCOUVER HARBOUR,2021-06-25 21:28,,4.4110
VANCOUVER HARBOUR,2021-06-25 21:29,,4.4090
VANCOUVER HARBOUR,2021-06-25 21:30,4.3180,4.4040
VANCOUVER HARBOUR,2021-06-25 21:31,,4.4040
VANCOUVER HARBOUR,2021-06-25 21:32,,4.3910
VANCOUVER HARBOUR,2021-06-25 21:33,,4.3860
VANCOUVER HARBOUR,2021-06-25 21:34,,4.3810
VANCOUVER HARBOUR,2021-06-25 21:35,4.2890,4.3720
VANCOUVER HARBOUR,2021-06-25 21:36,,4.3710
VANCOUVER HARBOUR,2021-06-25 21:37,,4.3640
VANCOUVER HARBOUR,2021-06-25 21:38,,4.3570
VANCOUVER HARBOUR,2021-06-25 21:39,,4.3520
VANCOUVER HARBOUR,2021-06-25 21:40,4.26,4.3480
VANCOUVER HARBOUR,2021-06-25 21:41,,4.3450
VANCOUVER HARBOUR,2021-06-25 21:42,,4.3380
VANCOUVER HARBOUR,2021-06-25 21:43,,4.3190
VANCOUVER HARBOUR,2021-06-25 21:44,,4.3240
VANCOUVER HARBOUR,2021-06-25 21:45,4.23,4.32
VANCOUVER HARBOUR,2021-06-25 21:46,,4.3150
VANCOUVER HARBOUR,2021-06-25 21:47,,4.30
VANCOUVER HARBOUR,2021-06-25 21:48,,4.3030
VANCOUVER HARBOUR,2021-06-25 21:49,,4.3010
VANCOUVER HARBOUR,2021-06-25 21:50,4.20,4.2890
VANCOUVER HARBOUR,2021-06-25 21:51,,4.2860
VANCOUVER HARBOUR,2021-06-25 21:52,,4.2660
VANCOUVER HARBOUR,2021-06-25 21:53,,4.2680
VANCOUVER HARBOUR,2021-06-25 21:54,,4.2650
VANCOUVER HARBOUR,2021-06-25 21:55,4.17,4.2660
VANCOUVER HARBOUR,2021-06-25 21:56,,4.2540
VANCOUVER HARBOUR,2021-06-25 21:57,,4.2420
VANCOUVER HARBOUR,2021-06-25 21:58,,4.2470
VANCOUVER HARBOUR,2021-06-25 21:59,,4.2440
VANCOUVER HARBOUR,2021-06-25 22:00,4.1390,4.2390
VANCOUVER HARBOUR,2021-06-25 22:01,,4.2250
VANCOUVER HARBOUR,2021-06-25 22:02,,4.2230
VANCOUVER HARBOUR,2021-06-25 22:03,,4.2110
VANCOUVER HARBOUR,2021-06-25 22:04,,4.2130
VANCOUVER HARBOUR,2021-06-25 22:05,4.1080,4.2040
VANCOUVER HARBOUR,2021-06-25 22:06,,4.1970
VANCOUVER HARBOUR,2021-06-25 22:07,,4.1930
VANCOUVER HARBOUR,2021-06-25 22:08,,4.1870
VANCOUVER HARBOUR,2021-06-25 22:09,,4.18
VANCOUVER HARBOUR,2021-06-25 22:10,4.0780,4.1640
VANCOUVER HARBOUR,2021-06-25 22:11,,4.1640
VANCOUVER HARBOUR,2021-06-25 22:12,,4.1640
VANCOUVER HARBOUR,2021-06-25 22:13,,4.16
VANCOUVER HARBOUR,2021-06-25 22:14,,4.1520
VANCOUVER HARBOUR,2021-06-25 22:15,4.0470,4.1430
VANCOUVER HARBOUR,2021-06-25 22:16,,4.1410
VANCOUVER HARBOUR,2021-06-25 22:17,,4.1340
VANCOUVER HARBOUR,2021-06-25 22:18,,4.1260
VANCOUVER HARBOUR,2021-06-25 22:19,,4.1210
VANCOUVER HARBOUR,2021-06-25 22:20,4.0160,4.1090
VANCOUVER HARBOUR,2021-06-25 22:21,,4.1050
VANCOUVER HARBOUR,2021-06-25 22:22,,4.1030
VANCOUVER HARBOUR,2021-06-25 22:23,,4.0980
VANCOUVER HARBOUR,2021-06-25 22:24,,4.0930
VANCOUVER HARBOUR,2021-06-25 22:25,3.9850,4.0860
VANCOUVER HARBOUR,2021-06-25 22:26,,4.0790
VANCOUVER HARBOUR,2021-06-25 22:27,,4.0750
VANCOUVER HARBOUR,2021-06-25 22:28,,4.0720
VANCOUVER HARBOUR,2021-06-25 22:29,,4.0680
VANCOUVER HARBOUR,2021-06-25 22:30,3.9540,4.0560
VANCOUVER HARBOUR,2021-06-25 22:31,,4.0510
VANCOUVER HARBOUR,2021-06-25 22:32,,4.0510
VANCOUVER HARBOUR,2021-06-25 22:33,,4.0440
VANCOUVER HARBOUR,2021-06-25 22:34,,4.0360
VANCOUVER HARBOUR,2021-06-25 22:35,3.9230,4.0290
VANCOUVER HARBOUR,2021-06-25 22:36,,4.0270
VANCOUVER HARBOUR,2021-06-25 22:37,,4.02
VANCOUVER HARBOUR,2021-06-25 22:38,,4.0110
VANCOUVER HARBOUR,2021-06-25 22:39,,4.0080
VANCOUVER HARBOUR,2021-06-25 22:40,3.8930,4.0060
VANCOUVER HARBOUR,2021-06-25 22:41,,4.0030
VANCOUVER HARBOUR,2021-06-25 22:42,,3.9960
VANCOUVER HARBOUR,2021-06-25 22:43,,3.9850
VANCOUVER HARBOUR,2021-06-25 22:44,,3.98
VANCOUVER HARBOUR,2021-06-25 22:45,3.8630,3.9780
VANCOUVER HARBOUR,2021-06-25 22:46,,3.9760
VANCOUVER HARBOUR,2021-06-25 22:47,,3.9680
VANCOUVER HARBOUR,2021-06-25 22:48,,3.9610
VANCOUVER HARBOUR,2021-06-25 22:49,,3.9560
VANCOUVER HARBOUR,2021-06-25 22:50,3.8330,3.9520
VANCOUVER HARBOUR,2021-06-25 22:51,,3.9450
VANCOUVER HARBOUR,2021-06-25 22:52,,3.9370
VANCOUVER HARBOUR,2021-06-25 22:53,,3.9310
VANCOUVER HARBOUR,2021-06-25 22:54,,3.9240
VANCOUVER HARBOUR,2021-06-25 22:55,3.8040,3.9180
VANCOUVER HARBOUR,2021-06-25 22:56,,3.9140
VANCOUVER HARBOUR,2021-06-25 22:57,,3.9050
VANCOUVER HARBOUR,2021-06-25 22:58,,3.9020
VANCOUVER HARBOUR,2021-06-25 22:59,,3.8970
VANCOUVER HARBOUR,2021-06-25 23:00,3.7750,3.8910
VANCOUVER HARBOUR,2021-06-25 23:01,,3.8840
VANCOUVER HARBOUR,2021-06-25 23:02,,3.8790
VANCOUVER HARBOUR,2021-06-25 23:03,,3.8740
VANCOUVER HARBOUR,2021-06-25 23:04,,3.8690
VANCOUVER HARBOUR,2021-06-25 23:05,3.7470,3.8640
VANCOUVER HARBOUR,2021-06-25 23:06,,3.8580
VANCOUVER HARBOUR,2021-06-25 23:07,,3.8580
VANCOUVER HARBOUR,2021-06-25 23:08,,3.85
VANCOUVER HARBOUR,2021-06-25 23:09,,3.8450
VANCOUVER HARBOUR,2021-06-25 23:10,3.7190,3.8390
VANCOUVER HARBOUR,2021-06-25 23:11,,3.8360
VANCOUVER HARBOUR,2021-06-25 23:12,,3.8260
VANCOUVER HARBOUR,2021-06-25 23:13,,3.8240
VANCOUVER HARBOUR,2021-06-25 23:14,,3.8120
VANCOUVER HARBOUR,2021-06-25 23:15,3.6930,3.8170
VANCOUVER HARBOUR,2021-06-25 23:16,,3.81
VANCOUVER HARBOUR,2021-06-25 23:17,,3.8050
VANCOUVER HARBOUR,2021-06-25 23:18,,3.8010
VANCOUVER HARBOUR,2021-06-25 23:19,,3.80
VANCOUVER HARBOUR,2021-06-25 23:20,3.6670,3.7980
VANCOUVER HARBOUR,2021-06-25 23:21,,3.7920
VANCOUVER HARBOUR,2021-06-25 23:22,,3.7870
VANCOUVER HARBOUR,2021-06-25 23:23,,3.7820
VANCOUVER HARBOUR,2021-06-25 23:24,,3.7770
VANCOUVER HARBOUR,2021-06-25 23:25,3.6430,3.7720
VANCOUVER HARBOUR,2021-06-25 23:26,,3.7680
VANCOUVER HARBOUR,2021-06-25 23:27,,3.7660
VANCOUVER HARBOUR,2021-06-25 23:28,,3.76
VANCOUVER HARBOUR,2021-06-25 23:29,,3.76
VANCOUVER HARBOUR,2021-06-25 23:30,3.62,3.7560
VANCOUVER HARBOUR,2021-06-25 23:31,,3.7510
VANCOUVER HARBOUR,2021-06-25 23:32,,3.7460
VANCOUVER HARBOUR,2021-06-25 23:33,,3.7440
VANCOUVER HARBOUR,2021-06-25 23:34,,3.7390
VANCOUVER HARBOUR,2021-06-25 23:35,3.5970,3.7370
VANCOUVER HARBOUR,2021-06-25 23:36,,3.7330
VANCOUVER HARBOUR,2021-06-25 23:37,,3.73
VANCOUVER HARBOUR,2021-06-25 23:38,,3.7270
VANCOUVER HARBOUR,2021-06-25 23:39,,3.7230
VANCOUVER HARBOUR,2021-06-25 23:40,3.5760,3.7190
VANCOUVER HARBOUR,2021-06-25 23:41,,3.7150
VANCOUVER HARBOUR,2021-06-25 23:42,,3.7110
VANCOUVER HARBOUR,2021-06-25 23:43,,3.7060
VANCOUVER HARBOUR,2021-06-25 23:44,,3.7060
VANCOUVER HARBOUR,2021-06-25 23:45,3.5570,3.7020
VANCOUVER HARBOUR,2021-06-25 23:46,,3.70
VANCOUVER HARBOUR,2021-06-25 23:47,,3.6940
VANCOUVER HARBOUR,2021-06-25 23:48,,3.69
VANCOUVER HARBOUR,2021-06-25 23:49,,3.69
VANCOUVER HARBOUR,2021-06-25 23:50,3.5390,3.6870
VANCOUVER HARBOUR,2021-06-25 23:51,,3.6830
VANCOUVER HARBOUR,2021-06-25 23:52,,3.6780
VANCOUVER HARBOUR,2021-06-25 23:53,,3.6740
VANCOUVER HARBOUR,2021-06-25 23:54,,3.6730
VANCOUVER HARBOUR,2021-06-25 23:55,3.5220,3.6710
VANCOUVER HARBOUR,2021-06-25 23:56,,3.6730
VANCOUVER HARBOUR,2021-06-25 23:57,,3.6660
VANCOUVER HARBOUR,2021-06-25 23:58,,3.6640
VANCOUVER HARBOUR,2021-06-25 23:59,,3.6590
VANCOUVER HARBOUR,2021-06-26 00:00,3.5070,3.6570
VANCOUVER HARBOUR,2021-06-26 00:01,,3.6570
VANCOUVER HARBOUR,2021-06-26 00:02,,3.6540
VANCOUVER HARBOUR,2021-06-26 00:03,,3.6520
VANCOUVER HARBOUR,2021-06-26 00:04,,3.65
VANCOUVER HARBOUR,2021-06-26 00:05,3.4940,3.6470
VANCOUVER HARBOUR,2021-06-26 00:06,,3.6450
VANCOUVER HARBOUR,2021-06-26 00:07,,3.6410
VANCOUVER HARBOUR,2021-06-26 00:08,,3.64
VANCOUVER HARBOUR,2021-06-26 00:09,,3.64
VANCOUVER HARBOUR,2021-06-26 00:10,3.4830,3.64
VANCOUVER HARBOUR,2021-06-26 00:11,,3.6380
VANCOUVER HARBOUR,2021-06-26 00:12,,3.6380
VANCOUVER HARBOUR,2021-06-26 00:13,,3.6340
VANCOUVER HARBOUR,2021-06-26 00:14,,3.6340
VANCOUVER HARBOUR,2021-06-26 00:15,3.4730,3.6310
VANCOUVER HARBOUR,2021-06-26 00:16,,3.6310
VANCOUVER HARBOUR,2021-06-26 00:17,,3.6270
VANCOUVER HARBOUR,2021-06-26 00:18,,3.6260
VANCOUVER HARBOUR,2021-06-26 00:19,,3.6260
VANCOUVER HARBOUR,2021-06-26 00:20,3.4650,3.6260
VANCOUVER HARBOUR,2021-06-26 00:21,,3.6240
VANCOUVER HARBOUR,2021-06-26 00:22,,3.6240
VANCOUVER HARBOUR,2021-06-26 00:23,,3.6210
VANCOUVER HARBOUR,2021-06-26 00:24,,3.6210
VANCOUVER HARBOUR,2021-06-26 00:25,3.4590,3.6220
VANCOUVER HARBOUR,2021-06-26 00:26,,3.6210
VANCOUVER HARBOUR,2021-06-26 00:27,,3.6190
VANCOUVER HARBOUR,2021-06-26 00:28,,3.6190
VANCOUVER HARBOUR,2021-06-26 00:29,,3.6170
VANCOUVER HARBOUR,2021-06-26 00:30,3.4550,3.6150
VANCOUVER HARBOUR,2021-06-26 00:31,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:32,,3.6120
VANCOUVER HARBOUR,2021-06-26 00:33,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:34,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:35,3.4530,3.6140
VANCOUVER HARBOUR,2021-06-26 00:36,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:37,,3.6120
VANCOUVER HARBOUR,2021-06-26 00:38,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:39,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:40,3.4530,3.6120
VANCOUVER HARBOUR,2021-06-26 00:41,,3.6120
VANCOUVER HARBOUR,2021-06-26 00:42,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:43,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:44,,3.6120
VANCOUVER HARBOUR,2021-06-26 00:45,3.4540,3.6140
VANCOUVER HARBOUR,2021-06-26 00:46,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:47,,3.6120
VANCOUVER HARBOUR,2021-06-26 00:48,,3.61
VANCOUVER HARBOUR,2021-06-26 00:49,,3.6120
VANCOUVER HARBOUR,2021-06-26 00:50,3.4580,3.61
VANCOUVER HARBOUR,2021-06-26 00:51,,3.6120
VANCOUVER HARBOUR,2021-06-26 00:52,,3.6120
VANCOUVER HARBOUR,2021-06-26 00:53,,3.61
VANCOUVER HARBOUR,2021-06-26 00:54,,3.6120
VANCOUVER HARBOUR,2021-06-26 00:55,3.4630,3.6120
VANCOUVER HARBOUR,2021-06-26 00:56,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:57,,3.6140
VANCOUVER HARBOUR,2021-06-26 00:58,,3.6150
VANCOUVER HARBOUR,2021-06-26 00:59,,3.6170
VANCOUVER HARBOUR,2021-06-26 01:00,3.47,3.6190
VANCOUVER HARBOUR,2021-06-26 01:01,,3.6210
VANCOUVER HARBOUR,2021-06-26 01:02,,3.6220
VANCOUVER HARBOUR,2021-06-26 01:03,,3.6230
VANCOUVER HARBOUR,2021-06-26 01:04,,3.6260
VANCOUVER HARBOUR,2021-06-26 01:05,3.4790,3.6260
VANCOUVER HARBOUR,2021-06-26 01:06,,3.6270
VANCOUVER HARBOUR,2021-06-26 01:07,,3.6290
VANCOUVER HARBOUR,2021-06-26 01:08,,3.6340
VANCOUVER HARBOUR,2021-06-26 01:09,,3.6360
VANCOUVER HARBOUR,2021-06-26 01:10,3.4890,3.6380
VANCOUVER HARBOUR,2021-06-26 01:11,,3.6420
VANCOUVER HARBOUR,2021-06-26 01:12,,3.6430
VANCOUVER HARBOUR,2021-06-26 01:13,,3.6450
VANCOUVER HARBOUR,2021-06-26 01:14,,3.6470
VANCOUVER HARBOUR,2021-06-26 01:15,3.5010,3.6540
VANCOUVER HARBOUR,2021-06-26 01:16,,3.6570
VANCOUVER HARBOUR,2021-06-26 01:17,,3.6570
VANCOUVER HARBOUR,2021-06-26 01:18,,3.6590
VANCOUVER HARBOUR,2021-06-26 01:19,,3.6640
VANCOUVER HARBOUR,2021-06-26 01:20,3.5140,3.6670
VANCOUVER HARBOUR,2021-06-26 01:21,,3.6710
VANCOUVER HARBOUR,2021-06-26 01:22,,3.6740
VANCOUVER HARBOUR,2021-06-26 01:23,,3.6780
VANCOUVER HARBOUR,2021-06-26 01:24,,3.6830
VANCOUVER HARBOUR,2021-06-26 01:25,3.5290,3.6870
VANCOUVER HARBOUR,2021-06-26 01:26,,3.6920
VANCOUVER HARBOUR,2021-06-26 01:27,,3.6930
VANCOUVER HARBOUR,2021-06-26 01:28,,3.6970
VANCOUVER HARBOUR,2021-06-26 01:29,,3.7020
VANCOUVER HARBOUR,2021-06-26 01:30,3.5450,3.7060
VANCOUVER HARBOUR,2021-06-26 01:31,,3.7090
VANCOUVER HARBOUR,2021-06-26 01:32,,3.7130
VANCOUVER HARBOUR,2021-06-26 01:33,,3.7180
VANCOUVER HARBOUR,2021-06-26 01:34,,3.7210
VANCOUVER HARBOUR,2021-06-26 01:35,3.5630,3.7260
VANCOUVER HARBOUR,2021-06-26 01:36,,3.73
VANCOUVER HARBOUR,2021-06-26 01:37,,3.7320
VANCOUVER HARBOUR,2021-06-26 01:38,,3.7330
VANCOUVER HARBOUR,2021-06-26 01:39,,3.7340
VANCOUVER HARBOUR,2021-06-26 01:40,3.5810,3.7440
VANCOUVER HARBOUR,2021-06-26 01:41,,3.7460
VANCOUVER HARBOUR,2021-06-26 01:42,,3.7460
VANCOUVER HARBOUR,2021-06-26 01:43,,3.7510
VANCOUVER HARBOUR,2021-06-26 01:44,,3.7680
VANCOUVER HARBOUR,2021-06-26 01:45,3.6010,3.7740
VANCOUVER HARBOUR,2021-06-26 01:46,,3.7680
VANCOUVER HARBOUR,2021-06-26 01:47,,3.7720
VANCOUVER HARBOUR,2021-06-26 01:48,,3.7750
VANCOUVER HARBOUR,2021-06-26 01:49,,3.7790
VANCOUVER HARBOUR,2021-06-26 01:50,3.6210,3.7890
VANCOUVER HARBOUR,2021-06-26 01:51,,3.7890
VANCOUVER HARBOUR,2021-06-26 01:52,,3.7990
VANCOUVER HARBOUR,2021-06-26 01:53,,3.81
VANCOUVER HARBOUR,2021-06-26 01:54,,3.8050
VANCOUVER HARBOUR,2021-06-26 01:55,3.6420,3.8150
VANCOUVER HARBOUR,2021-06-26 01:56,,3.8220
VANCOUVER HARBOUR,2021-06-26 01:57,,3.8250
VANCOUVER HARBOUR,2021-06-26 01:58,,3.8290
VANCOUVER HARBOUR,2021-06-26 01:59,,3.8250
VANCOUVER HARBOUR,2021-06-26 02:00,3.6640,3.8380
VANCOUVER HARBOUR,2021-06-26 02:01,,3.8480
VANCOUVER HARBOUR,2021-06-26 02:02,,3.85
VANCOUVER HARBOUR,2021-06-26 02:03,,3.8480
VANCOUVER HARBOUR,2021-06-26 02:04,,3.8640
VANCOUVER HARBOUR,2021-06-26 02:05,3.6870,3.8710
VANCOUVER HARBOUR,2021-06-26 02:06,,3.8720
VANCOUVER HARBOUR,2021-06-26 02:07,,3.8690
VANCOUVER HARBOUR,2021-06-26 02:08,,3.8710
VANCOUVER HARBOUR,2021-06-26 02:09,,3.8910
VANCOUVER HARBOUR,2021-06-26 02:10,3.71,3.8930
VANCOUVER HARBOUR,2021-06-26 02:11,,3.8990
VANCOUVER HARBOUR,2021-06-26 02:12,,3.90
VANCOUVER HARBOUR,2021-06-26 02:13,,3.9050
VANCOUVER HARBOUR,2021-06-26 02:14,,3.9140
VANCOUVER HARBOUR,2021-06-26 02:15,3.7330,3.9230
VANCOUVER HARBOUR,2021-06-26 02:16,,3.9280
VANCOUVER HARBOUR,2021-06-26 02:17,,3.9260
VANCOUVER HARBOUR,2021-06-26 02:18,,3.9370
VANCOUVER HARBOUR,2021-06-26 02:19,,3.9420
VANCOUVER HARBOUR,2021-06-26 02:20,3.7570,3.9540
VANCOUVER HARBOUR,2021-06-26 02:21,,3.9540
VANCOUVER HARBOUR,2021-06-26 02:22,,3.95
VANCOUVER HARBOUR,2021-06-26 02:23,,3.9590
VANCOUVER HARBOUR,2021-06-26 02:24,,3.9680
VANCOUVER HARBOUR,2021-06-26 02:25,3.7810,3.98
VANCOUVER HARBOUR,2021-06-26 02:26,,3.9760
VANCOUVER HARBOUR,2021-06-26 02:27,,3.9760
VANCOUVER HARBOUR,2021-06-26 02:28,,3.9840
VANCOUVER HARBOUR,2021-06-26 02:29,,3.9970
VANCOUVER HARBOUR,2021-06-26 02:30,3.8050,4.0010
VANCOUVER HARBOUR,2021-06-26 02:31,,4.0010
VANCOUVER HARBOUR,2021-06-26 02:32,,4.0040
VANCOUVER HARBOUR,2021-06-26 02:33,,4.0130
VANCOUVER HARBOUR,2021-06-26 02:34,,4.0220
VANCOUVER HARBOUR,2021-06-26 02:35,3.8290,4.0170
VANCOUVER HARBOUR,2021-06-26 02:36,,4.0160
VANCOUVER HARBOUR,2021-06-26 02:37,,4.02
VANCOUVER HARBOUR,2021-06-26 02:38,,4.0340
VANCOUVER HARBOUR,2021-06-26 02:39,,4.0440
VANCOUVER HARBOUR,2021-06-26 02:40,3.8540,4.0390
VANCOUVER HARBOUR,2021-06-26 02:41,,4.0390
VANCOUVER HARBOUR,2021-06-26 02:42,,4.0420
VANCOUVER HARBOUR,2021-06-26 02:43,,4.0510
VANCOUVER HARBOUR,2021-06-26 02:44,,4.0530
VANCOUVER HARBOUR,2021-06-26 02:45,3.8780,4.0560
VANCOUVER HARBOUR,2021-06-26 02:46,,4.0580
VANCOUVER HARBOUR,2021-06-26 02:47,,4.0650
VANCOUVER HARBOUR,2021-06-26 02:48,,4.07
VANCOUVER HARBOUR,2021-06-26 02:49,,4.0750
VANCOUVER HARBOUR,2021-06-26 02:50,3.9020,4.0790
VANCOUVER HARBOUR,2021-06-26 02:51,,4.0810
VANCOUVER HARBOUR,2021-06-26 02:52,,4.0910
VANCOUVER HARBOUR,2021-06-26 02:53,,4.10
VANCOUVER HARBOUR,2021-06-26 02:54,,4.1020
VANCOUVER HARBOUR,2021-06-26 02:55,3.9250,4.10
VANCOUVER HARBOUR,2021-06-26 02:56,,4.1010
VANCOUVER HARBOUR,2021-06-26 02:57,,4.11
VANCOUVER HARBOUR,2021-06-26 02:58,,4.1220
VANCOUVER HARBOUR,2021-06-26 02:59,,4.1240
VANCOUVER HARBOUR,2021-06-26 03:00,3.9490,4.1220
VANCOUVER HARBOUR,2021-06-26 03:01,,4.1270
VANCOUVER HARBOUR,2021-06-26 03:02,,4.1340
VANCOUVER HARBOUR,2021-06-26 03:03,,4.1410
VANCOUVER HARBOUR,2021-06-26 03:04,,4.1450
VANCOUVER HARBOUR,2021-06-26 03:05,3.9720,4.1470
VANCOUVER HARBOUR,2021-06-26 03:06,,4.1520
VANCOUVER HARBOUR,2021-06-26 03:07,,4.1570
VANCOUVER HARBOUR,2021-06-26 03:08,,4.1610
VANCOUVER HARBOUR,2021-06-26 03:09,,4.1670
VANCOUVER HARBOUR,2021-06-26 03:10,3.9950,4.1690
VANCOUVER HARBOUR,2021-06-26 03:11,,4.1780
VANCOUVER HARBOUR,2021-06-26 03:12,,4.1850
VANCOUVER HARBOUR,2021-06-26 03:13,,4.1920
VANCOUVER HARBOUR,2021-06-26 03:14,,4.1950
VANCOUVER HARBOUR,2021-06-26 03:15,4.0170,4.1940
VANCOUVER HARBOUR,2021-06-26 03:16,,4.1990
VANCOUVER HARBOUR,2021-06-26 03:17,,4.2090
VANCOUVER HARBOUR,2021-06-26 03:18,,4.2140
VANCOUVER HARBOUR,2021-06-26 03:19,,4.2210
VANCOUVER HARBOUR,2021-06-26 03:20,4.0390,4.2250
VANCOUVER HARBOUR,2021-06-26 03:21,,4.23
VANCOUVER HARBOUR,2021-06-26 03:22,,4.2340
VANCOUVER HARBOUR,2021-06-26 03:23,,4.24
VANCOUVER HARBOUR,2021-06-26 03:24,,4.2420
